Code,Name,Date,Price,Share,Amount,Warran,Underwriter,Sector,Subsector,Field,Website,Prospectus,Summary_Prospectus,Alamat,Image,1 candle gain,2 candle gain,3 candle gain,4 candle gain,5 candle gain,6 candle gain,7 candle gain,1 candle high,2 candle high,3 candle high,4 candle high,5 candle high,6 candle high,7 candle high,Papan Pencatatan
RMKO,PT Royaltama Mulia Kontraktorindo Tbk,2023-07-31,Rp450,20%,"2,500,000 lot",0,MI - VICTORIA SEKURITAS INDONESIA,Energi,"Minyak, Gas, & Batu Bara",Jasa Penunjang Pertambangan dan Jasa Penyewaan Alat-Alat Berat,http://www.rmko.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/RMKO/prospectus/3aul32kj9c.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/RMKO/summary-prospectus/ne95hez4a7.pdf,"Wisma RMK, Jl. Puri Kencana Blok M4 No. 1, Kembangan Selatan, Jakarta Barat 11610",https://storage.googleapis.com/assets.trading.stockbit.com/company/RMKO/logo/qr3wzh40pu.png,24.444444444444443,17.77777777777778,10.222222222222223,18.88888888888889,21.11111111111111,13.333333333333334,10.222222222222223,24.444444444444443,55.55555555555556,20.0,25.555555555555557,25.555555555555557,22.22222222222222,15.555555555555555,Pengembangan
MAHA,PT Mandiri Herindo Adiperkasa Tbk,2023-07-25,Rp118,25%,"41,660,000 lot",0,LG - TRIMEGAH SEKURITAS INDONESIA TBK.,Energi,"Minyak, Gas, & Batu Bara",Aktivitas jasa penunjang pertambangan,https://www.mha.co.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/MAHA/prospectus/t2zp1xkav0.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/MAHA/summary-prospectus/fy05w6ta8o.pdf,"Gedung Office 8, Lantai 31 Unit A Jl. Senopati Raya No.8B, SCBD Lot 28, Kav. 52-53 Jakarta 12190, Indonesia",https://storage.googleapis.com/assets.trading.stockbit.com/company/MAHA/logo/zmszynzyow.png,34.74576271186441,81.35593220338984,81.35593220338984,93.22033898305084,132.20338983050848,133.89830508474577,132.20338983050848,34.74576271186441,81.35593220338984,123.72881355932203,98.30508474576273,135.59322033898303,152.54237288135593,137.28813559322032,Utama
INET,PT Sinergi Inti Andalan Prima Tbk,2023-07-24,Rp101,20%,"15,000,000 lot",5 : 7,AH - SHINHAN SEKURITAS INDONESIA,Teknologi,Perangkat Keras & Peralatan Teknologi,Bergerak di bidang Teknologi Informasi,https://siapnetworks.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/INET/prospectus/f698k5cxw6.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/INET/summary-prospectus/z707tj56rw.pdf,"Gedung Cyber 1, Lantai 10, Jl. Kuningan Barat No.8, Jakarta Selatan 12710",https://storage.googleapis.com/assets.trading.stockbit.com/company/INET/logo/hcozllkfn7.png,34.65346534653465,71.28712871287128,94.05940594059405,84.15841584158416,100.0,103.96039603960396,103.96039603960396,34.65346534653465,81.1881188118812,111.88118811881188,105.94059405940595,127.72277227722772,121.78217821782178,107.92079207920791,Pengembangan
TGUK,PT Platinum Wahab Nusantara Tbk,2023-07-10,Rp110,30%,"10,714,290 lot",5 : 2,MG - SEMESTA INDOVEST SEKURITAS,Barang Konsumen Primer,Makanan & Minuman,Makanan dan Minuman,https://teguk.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/TGUK/prospectus/reav92pz13.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/TGUK/summary-prospectus/7f10ias5n2.pdf,"Ruko Golden Square Blok GSS No. 2 Jl. Ciater Raya, Kelurahan Mekarjaya, Kecamatan Serpong Tangerang Selatan, Banten 15321",https://storage.googleapis.com/assets.trading.stockbit.com/company/TGUK/logo/z5372esh0e.png,34.54545454545455,14.545454545454543,22.727272727272727,24.545454545454547,26.36363636363636,8.181818181818182,-7.272727272727272,34.54545454545455,80.9090909090909,29.09090909090909,31.818181818181817,30.0,31.818181818181817,-2.727272727272727,Pengembangan
CRSN,PT Carsurin Tbk,2023-07-10,Rp125,20.75%,"6,000,000 lot",0,XA - NH KORINDO SEKURITAS INDONESIA,Perindustrian,Jasa Perindustrian,"Testing, Inspection, Certification",https://www.carsurin.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/CRSN/prospectus/e4ve8fx23g.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/CRSN/summary-prospectus/3xje3k1xf1.pdf,"SOHO CAPITAL, 28th Floor Jl. Letjen S. Parman Kav.28, Grogol Petamburan, Jakarta Barat",https://storage.googleapis.com/assets.trading.stockbit.com/company/CRSN/logo/w56y8m4bia.png,14.4,-2.4,-3.2,-5.6000000000000005,-9.6,-14.4,-20.8,34.4,16.0,3.2,-1.6,-3.2,-6.4,-13.6,Pengembangan
WIDI,PT Widiant Jaya Krenindo Tbk,2023-07-10,Rp100,25%,"4,000,000 lot",20 : 21,SH - ARTHA SEKURITAS INDONESIA,Perindustrian,Barang Perindustrian,Bergerak dalam Bidang Jasa Sewa Alat Berat Beserta Operator,https://www.ptwidi.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/WIDI/prospectus/wqw6qwjbhr.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/WIDI/summary-prospectus/45wab2tn3k.pdf,"Jl. Teh No. 4-6, RT.7/RW.3, Kel. Pinangsia, Kec. Taman Sari, Jakarta Barat, 11110, Indonesia",https://storage.googleapis.com/assets.trading.stockbit.com/company/WIDI/logo/2tpj3wi6ia.png,10.0,21.0,33.0,20.0,8.0,-2.0,6.0,10.0,21.0,33.0,46.0,16.0,-1.0,7.000000000000001,Akselerasi
GRPM,PT Graha Prima Mentari Tbk,2023-07-10,Rp120,20%,"3,090,000 lot",2 : 1,XA - NH KORINDO SEKURITAS INDONESIA,Transportasi & Logistik,Logistik & Pengantaran,Bidang Usaha Distribusi Minuman Berkarbonasi,https://grahaprimamentari.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/GRPM/prospectus/mep4hfntkz.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/GRPM/summary-prospectus/b75i13ghtm.pdf,Jl. Tuparev No. 87A. Cirebon - Jawa Barat,https://storage.googleapis.com/assets.trading.stockbit.com/company/GRPM/logo/pehok8crum.png,-10.0,-18.33333333333333,-25.833333333333336,-25.833333333333336,-30.0,-23.33333333333333,-28.33333333333333,-10.0,-18.33333333333333,-17.5,-24.166666666666668,-25.833333333333336,-23.33333333333333,-17.5,Akselerasi
AMMN,PT Amman Mineral Internasional Tbk.,2023-07-07,Rp1695,10%,"72,875,200 lot",0,CC - MANDIRI SEKURITAS,Barang Baku,Barang Baku,Aktivitas Perusahaan Holding,https://www.amman.co.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/AMMN/prospectus/d65a7mm1w3.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/AMMN/summary-prospectus/uuteqi5k54.pdf,"Gedung Menara Karya Lantai 6 Unit A, B, C dan H Jl. H.R. Rasuna Said Blok X-5 Kav. 1-2 Jakarta Selatan 12950",https://storage.googleapis.com/assets.trading.stockbit.com/company/AMMN/logo/l1k1f5evx1.png,3.5398230088495577,3.2448377581120944,3.2448377581120944,4.129793510324483,3.834808259587021,5.014749262536873,6.1946902654867255,7.374631268436578,4.129793510324483,3.834808259587021,4.129793510324483,4.129793510324483,5.899705014749262,6.489675516224189,Utama
VKTR,PT VKTR Teknologi Mobilitas Tbk,2023-06-19,Rp100,20%,"87,500,000 lot",0,KI - CIPTADANA SEKURITAS ASIA,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,"Bergerak di bidang perdagangan KBLBB, komponen suku cadang, dan industri pengecoran besi",https://www.vktr.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/VKTR/prospectus/zodmspn5dq.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/VKTR/summary-prospectus/yul09wl9u9.pdf,Bakrie Tower Lantai 35 Jl. H.R. Rasuna Said Jakarta 12940,https://storage.googleapis.com/assets.trading.stockbit.com/company/VKTR/logo/poyupbchcd.png,11.0,11.0,12.0,13.0,15.0,16.0,18.0,35.0,18.0,15.0,14.000000000000002,16.0,19.0,18.0,Pengembangan
RELF,PT Graha Mitra Asia Tbk,2023-06-22,Rp90,20.95%,"12,000,000 lot",1 : 1,AI - UOB KAY HIAN SEKURITAS,Properti & Real Estat,Properti & Real Estat,Property & Real Estate,http://www.relifeasia.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/RELF/prospectus/v6i1h2dlxs.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/RELF/summary-prospectus/iygd8cmx0b.pdf,Sovereign Plaza Lt.5A Kav.36 Jl TB Simatupang Kota Jakarta Selatan - Daerah Khusus Ibukota Jakarta 12430,https://storage.googleapis.com/assets.trading.stockbit.com/company/RELF/logo/ykb8ep83m0.png,10.0,20.0,31.11111111111111,43.333333333333336,56.66666666666666,72.22222222222221,88.88888888888889,10.0,20.0,31.11111111111111,43.333333333333336,56.66666666666666,72.22222222222221,88.88888888888889,Akselerasi
KLAS,PT Pelayaran Kurnia Lautan Semesta Tbk,2023-06-12,Rp146,24.94%,"5,400,000 lot",0,GR - PANIN SEKURITAS TBK.,Transportasi & Logistik,Logistik & Pengantaran,Bergerak di bidang angkutan laut dalam negeri barang umum,https://www.pelayarankls.co.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/KLAS/prospectus/g7m42zfisy.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/KLAS/summary-prospectus/42bmsmvcbt.pdf,"Rukan Grand Puri Niaga Jl. Puri Kencana Blok K6 No 3-O Kel. Kembangan Selatan, Kec. Kembangan Kota Administrasi Jakarta Barat 11610",https://storage.googleapis.com/assets.trading.stockbit.com/company/KLAS/logo/wv8ril4vh4.png,34.93150684931507,15.068493150684931,-2.054794520547945,-8.21917808219178,-8.904109589041095,-10.95890410958904,-11.643835616438356,34.93150684931507,63.013698630136986,9.58904109589041,12.32876712328767,0.684931506849315,-7.534246575342466,-6.164383561643835,Pengembangan
MAXI,PT Maxindo Karya Anugerah Tbk,2023-06-12,Rp100,10.41%,"10,000,000 lot",1 : 1,AH - SHINHAN SEKURITAS INDONESIA,Barang Konsumen Primer,Makanan & Minuman,Bergerak dalam bidang usaha Industri Makanan Ringan,https://maxisnacks.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/MAXI/prospectus/xsihsb71zr.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/MAXI/summary-prospectus/20fyfrecko.pdf,"Kawasan Industri Sentul Jl. Cahaya Raya Kav H5, Desa Leuwinutug, Kec. Citeureup Bogor, Jawa Barat 16180, Indonesia",https://storage.googleapis.com/assets.trading.stockbit.com/company/MAXI/logo/czvxxg9riv.png,-15.0,-27.0,-37.0,-38.0,-42.0,-43.0,-46.0,-5.0,-22.0,-37.0,-37.0,-38.0,-42.0,-43.0,Pengembangan
MPXL,PT MPX Logistics International Tbk,2023-05-09,Rp108,20%,"4,000,000 lot",5 : 1,GR - PANIN SEKURITAS TBK.,Transportasi & Logistik,Logistik & Pengantaran,Bergerak di bidang Pengangkutan dan Perdagangan,https://www.mpxlogistic.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/MPXL/prospectus/e7hnrltvdg.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/MPXL/summary-prospectus/6iede2x60u.pdf,"Jl. Soekarno Hatta No. 16 A Kampung Baru Raya, Labuhan Ratu, Bandar Lampung Lampung 35148",https://storage.googleapis.com/assets.trading.stockbit.com/company/MPXL/logo/rqs54vojfr.png,34.25925925925926,37.03703703703704,27.77777777777778,19.444444444444446,13.88888888888889,11.11111111111111,12.962962962962962,34.25925925925926,80.55555555555556,37.96296296296296,19.444444444444446,25.925925925925924,22.22222222222222,16.666666666666664,Pengembangan
JATI,PT Informasi Teknologi Indonesia Tbk,2023-05-08,Rp100,20%,"6,525,000 lot",1 : 1,HD - KGI SEKURITAS INDONESIA,Teknologi,Perangkat Lunak & Jasa TI,Perdagangan Teknologi Informasi,https://jatismobile.com/id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/JATI/prospectus/7070ka90gs.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/JATI/summary-prospectus/jl0hqrj71u.pdf,"Graha Orange Jl. Mampang Prapatan Raya No.3 Mampang Prapatan, Jakarta Selatan 12790",https://storage.googleapis.com/assets.trading.stockbit.com/company/JATI/logo/qal4gbkx5s.png,35.0,82.0,130.0,114.0,114.0,108.0,94.0,35.0,82.0,144.0,136.0,120.0,120.0,114.0,Pengembangan
RAAM,PT Tripar Multivision Plus Tbk.,2023-05-08,Rp234,15%,"9,292,000 lot",0,AI - UOB KAY HIAN SEKURITAS,Barang Konsumen Non-Primer,Media & Hiburan,Entertainment & Movie Production,https://www.mvpworld.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/RAAM/prospectus/nqagvbb8gp.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/RAAM/summary-prospectus/qxooo1s05j.pdf,"Multivision Tower, Lt. 21 – 23 Jl. Kuningan Mulia Lot 9B, Kuningan Jakarta Selatan 12980, Indonesia",https://storage.googleapis.com/assets.trading.stockbit.com/company/RAAM/logo/yv54i0dkrq.png,24.786324786324787,55.55555555555556,94.017094017094,141.45299145299143,201.28205128205127,182.05128205128204,162.82051282051282,24.786324786324787,55.55555555555556,94.017094017094,141.45299145299143,201.28205128205127,235.47008547008548,162.82051282051282,Utama
DOOH,PT Era Media Sejahtera Tbk,2023-05-08,Rp100,20%,"15,475,000 lot",5 : 4,IU - INDO CAPITAL SEKURITAS,Barang Konsumen Non-Primer,Media & Hiburan,Bergerak dalam bidang Aktivitas Periklanan dan Konsultasi Manajemen lainya,https://www.sspace.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/DOOH/prospectus/g059ip9f4z.2,https://storage.googleapis.com/assets.trading.stockbit.com/company/DOOH/summary-prospectus/hcongsfv37.2,"Ruko Fatmawati Mas Blok B5 Kav 205 Jl. RS Fatmawati No 20, Cilandak Barat, Cilandak, Jakarta Selatan, Indonesia – Kode pos 12430",https://storage.googleapis.com/assets.trading.stockbit.com/company/DOOH/logo/qhrb6xjd2q.png,5.0,5.0,0.0,-6.0,-1.0,-5.0,-9.0,32.0,14.000000000000002,9.0,0.0,4.0,2.0,-5.0,Pengembangan
TYRE,PT King Tire Indonesia Tbk,2023-05-08,Rp138,20.13%,"7,000,000 lot",2 : 1,MI - VICTORIA SEKURITAS INDONESIA,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,Bergerak dalam bidang Industri Ban Luar dan Ban Dalam,https://www.kingland.co.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/TYRE/prospectus/wd8kddromq.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/TYRE/summary-prospectus/gyovnnwq1h.pdf,"Jl. Raya Serang KM. 68 Desa Nambo Ilir, Kecamatan Kibin Kabupaten Serang – Banten 42185",https://storage.googleapis.com/assets.trading.stockbit.com/company/TYRE/logo/jjasajh44k.png,34.78260869565217,25.36231884057971,16.666666666666664,8.695652173913043,2.1739130434782608,6.521739130434782,-0.7246376811594203,34.78260869565217,71.01449275362319,28.26086956521739,13.768115942028986,10.144927536231885,15.942028985507244,7.246376811594203,Pengembangan
SMIL,PT Sarana Mitra Luas Tbk,2023-05-12,Rp100,20%,"17,500,000 lot",5 : 7,EP - MNC SEKURITAS,Perindustrian,Jasa Perindustrian,Penyewaan Forklift dan Material Handling Equipment Lainnya,https://www.sml.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/SMIL/prospectus/7ey98fxjk8.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/SMIL/summary-prospectus/wf6z8kmlf9.pdf,"Jl. Gemalapik Raya, Pasirsari, Cikarang Selatan, Bekasi, Jawa Barat 17530",https://storage.googleapis.com/assets.trading.stockbit.com/company/SMIL/logo/616qe8gqwz.png,35.0,82.0,70.0,59.0,48.0,45.0,38.0,35.0,82.0,130.0,59.0,48.0,54.0,52.0,Utama
AWAN,PT Era Digital Media Tbk,2023-04-18,Rp100,21.83%,"7,500,000 lot",0,IF - SAMUEL SEKURITAS INDONESIA,Teknologi,Perangkat Lunak & Jasa TI,Jasa Konten SMS Premium dan Aktivitas Perusahaan Holding,https://ptedm.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/AWAN/prospectus/ffa17y23p1.5)%20(Relaksasi),https://storage.googleapis.com/assets.trading.stockbit.com/company/AWAN/summary-prospectus/puc9xsgsc9.pdf,"Jl. Cikini Raya No. 72, Desa/Kelurahan Cikini, Kec. Menteng, Kota Adm. Jakarta Pusat, Provinsi DKI Jakarta, Kode Pos: 10330",https://storage.googleapis.com/assets.trading.stockbit.com/company/AWAN/logo/1t4a6qg36m.png,35.0,82.0,144.0,204.0,212.0,192.0,172.0,35.0,82.0,144.0,204.0,270.0,220.00000000000003,202.0,Pengembangan
MENN,PT Menn Teknologi Indonesia Tbk,2023-04-18,Rp78,30%,"4,302,000 lot",3 : 2,IU - INDO CAPITAL SEKURITAS,Teknologi,Perangkat Keras & Peralatan Teknologi,Bergerak Dalam Bidang Teknologi Digital Penyedia Solusi Sistem Informasi Berbasis Internet of Things,https://www.menngroup.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/MENN/prospectus/r28bl527tk.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/MENN/summary-prospectus/956qb7vc10.pdf,"Mall Ambasador Lt.5 No. 9F Jl. Prof. Dr. Satrio, Karet Kuningan, Setiabudi, Jakarta Selatan, Indonesia - 12940",https://storage.googleapis.com/assets.trading.stockbit.com/company/MENN/logo/w3kw1wfcnh.png,-8.974358974358974,-17.94871794871795,-25.64102564102564,-32.05128205128205,-30.76923076923077,-33.33333333333333,-35.8974358974359,8.974358974358974,-17.94871794871795,-25.64102564102564,-32.05128205128205,-25.64102564102564,-29.48717948717949,-32.05128205128205,Akselerasi
PIPA,PT Multi Makmur Lemindo Tbk,2023-04-10,Rp105,27.01%,"9,250,000 lot",10 : 9,AH - SHINHAN SEKURITAS INDONESIA,Perindustrian,Barang Perindustrian,Bergerak di bidang manufaktur material bahan bangunan dari plastik berbahan dasar PVC dan perdagang,https://www.multimakmurlemindo.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/PIPA/prospectus/zanx0ktmq0.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/PIPA/summary-prospectus/xkcc968bgj.pdf,"Jl. Sultan Iskandar Muda No.70, Kedaung Baru, Neglasari Tangerang, Banten. 15128",https://storage.googleapis.com/assets.trading.stockbit.com/company/PIPA/logo/lu2o6i4zp1.png,34.285714285714285,80.95238095238095,83.80952380952381,71.42857142857143,60.0,49.523809523809526,40.0,34.285714285714285,80.95238095238095,143.8095238095238,98.09523809523807,76.19047619047619,63.8095238095238,54.285714285714285,Pemantauan Khusus
NCKL,PT Trimegah Bangun Persada Tbk,2023-04-12,Rp1250,12.67%,"79,976,000 lot",0,CC - MANDIRI SEKURITAS,Barang Baku,Barang Baku,Bergerak di bidang usaha Pertambangan Bijih Nikel,https://www.tbpnickel.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/NCKL/prospectus/588075a0sh.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/NCKL/summary-prospectus/4ii259owf1.pdf,"Gedung Bank Panin Lt. 2 Jalan Jendral Sudirman Kav. 1 Kelurahan Gelora, Kecamatan Tanah Abang, Jakarta Pusat 10270",https://storage.googleapis.com/assets.trading.stockbit.com/company/NCKL/logo/pun395ey17.png,4.4,7.6,10.0,12.0,15.6,7.6,9.2,12.8,8.4,10.4,12.4,17.599999999999998,17.599999999999998,11.6,Utama
GTRA,PT Grahaprima Suksesmandiri Tbk,2023-03-30,Rp150,20%,"3,788,750 lot",0,AI - UOB KAY HIAN SEKURITAS,Transportasi & Logistik,Logistik & Pengantaran,Bergerak dalam bidang angkutan bermotor untuk barang umum,https://www.grahatrans.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/GTRA/prospectus/vy5sshp03u.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/GTRA/summary-prospectus/72pzvufiau.pdf,"Gedung Graha 55 Lt.3, Jalan Tanah Abang II No. 57 Kel. Petojo Selatan, Kec. Gambir, Jakarta Pusat 10160, Indonesia",https://storage.googleapis.com/assets.trading.stockbit.com/company/GTRA/logo/o64e7coamv.png,34.66666666666667,68.0,78.66666666666666,70.66666666666667,85.33333333333334,78.66666666666666,66.66666666666666,34.66666666666667,68.0,98.66666666666669,85.33333333333334,86.66666666666667,89.33333333333333,81.33333333333333,Pengembangan
HAJJ,PT Arsy Buana Travelindo Tbk,2023-04-05,Rp140,29.99%,"6,871,000 lot",5 : 4,SF - SURYA FAJAR SEKURITAS,Barang Konsumen Non-Primer,Jasa Konsumen,Perseroan bergerak dalam bidang Jasa Penyedia Akomodasi Perjalanan Wisata,https://abttravel.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/HAJJ/prospectus/pcvfp82ar2.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/HAJJ/summary-prospectus/ih8y8t90b3.pdf,"Ruko Harvest No. 3, Jl. Merpati Raya, Kel. Sawah, Kec. Ciputat, Kota Tangerang Selatan, 15413",https://storage.googleapis.com/assets.trading.stockbit.com/company/HAJJ/logo/m1st7bvmfv.png,10.0,20.714285714285715,32.142857142857146,38.57142857142858,25.0,35.714285714285715,48.57142857142857,10.0,20.714285714285715,32.142857142857146,44.285714285714285,42.85714285714285,35.714285714285715,48.57142857142857,Akselerasi
NSSS,PT Nusantara Sawit Sejahtera Tbk,2023-03-10,Rp127,15%,"35,682,353 lot",2 : 1,IF - SAMUEL SEKURITAS INDONESIA,Barang Konsumen Primer,Makanan & Minuman,Aktivitas Perusahaan Holding dan Aktivitas Konsultasi Manajemen Lainnya,https://nssgroup.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/NSSS/prospectus/tyizxm52qk.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/NSSS/summary-prospectus/slsy72jmxl.pdf,"Menara Imperium LT20, Suite C, Jalan H.R. Rasuna Said Kav.1, Kelurahan Guntur, Kecamatan Setiabudi, Kota Administrasi Jakarta Selatan 12980, Provinsi DKI Jakarta",https://storage.googleapis.com/assets.trading.stockbit.com/company/NSSS/logo/fw28dz0lt3.png,6.299212598425196,0.7874015748031495,2.3622047244094486,4.724409448818897,3.149606299212598,8.661417322834646,8.661417322834646,8.661417322834646,7.874015748031496,3.149606299212598,7.086614173228346,6.299212598425196,22.04724409448819,12.598425196850393,Pengembangan
CUAN,PT Petrindo Jaya Kreasi Tbk,2023-03-08,Rp220,15.03%,"16,900,000 lot",0,HP - HENAN PUTIHRAI SEKURITAS,Energi,"Minyak, Gas, & Batu Bara",Pertambangan Batubara,https://petrindo.co.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/CUAN/prospectus/0wj2dbuhy1.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/CUAN/summary-prospectus/jzbbt5ijz1.pdf,"Gedung Wisma Barito Pacific, lantai 3 B Jl. Let. Jend. S. Parman Kav. 62-63, Jakarta.",https://storage.googleapis.com/assets.trading.stockbit.com/company/CUAN/logo/i9ifi6cbqc.png,24.545454545454547,55.45454545454545,93.63636363636364,140.9090909090909,200.0,275.0,250.0,24.545454545454547,55.45454545454545,93.63636363636364,140.9090909090909,200.0,275.0,354.54545454545456,Utama
SAGE,PT Saptausaha Gemilangindah Tbk,2023-03-08,Rp100,20.04%,"16,100,000 lot",4 : 5,II - DANATAMA MAKMUR SEKURITAS,Properti & Real Estat,Properti & Real Estat,Bergerak dalam bidang real estat,https://www.saptagroup.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/SAGE/prospectus/sqt815wtkq.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/SAGE/summary-prospectus/qk2fdoaba9.pdf,"Jl. Kramat Raya No. 32-34 Kel. Kramat Kec. Senen, Jakarta Pusat, DKI Jakarta 10450",https://storage.googleapis.com/assets.trading.stockbit.com/company/SAGE/logo/e99zpc8fln.png,35.0,73.0,61.0,50.0,40.0,31.0,22.0,35.0,80.0,77.0,51.0,40.0,38.0,22.0,Pemantauan Khusus
TRON,PT Teknologi Karya Digital Nusa Tbk,2023-03-08,Rp180,25.42%,"7,500,000 lot",2 : 1,SF - SURYA FAJAR SEKURITAS,Teknologi,Perangkat Lunak & Jasa TI,Bergerak dalam bidang penyediaan solusi sistem informasi berbasis telematika dan Internet of Things,https://www.tkdn.co.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/TRON/prospectus/w9s78jfi8i.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/TRON/summary-prospectus/03powsx8sv.pdf,"Mini Office Central 88 Blok G1 No. 826, Jl. Trembesi Pademangan Timur, Kec. Pademangan Kota Adm. Jakarta Utara",https://storage.googleapis.com/assets.trading.stockbit.com/company/TRON/logo/vtt3la1ilv.png,31.11111111111111,51.11111111111111,58.88888888888889,47.77777777777778,50.0,60.0,60.0,32.22222222222222,53.333333333333336,62.22222222222222,63.33333333333333,55.55555555555556,61.11111111111112,67.77777777777779,Pengembangan
PTMP,PT Mitra Pack Tbk,2023-03-06,Rp120,25.24%,"8,000,000 lot",0,XA - NH KORINDO SEKURITAS INDONESIA,Perindustrian,Jasa Perindustrian,Distributor resmi & penyewaan barang-barang industri pengemasan termasuk suku cadang dan service,https://www.mitrapack.co.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/PTMP/prospectus/lt3g2rjav4.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/PTMP/summary-prospectus/u731jxt9ti.pdf,"Jl Pangeran Jayakarta Komplek 135 Blok B-20 Mangga Dua Selatan, Sawah Besar, Jakarta Pusat",https://storage.googleapis.com/assets.trading.stockbit.com/company/PTMP/logo/xm56tyl3ob.png,19.166666666666668,16.666666666666664,14.166666666666666,15.833333333333332,13.333333333333334,9.166666666666666,7.5,20.833333333333336,24.166666666666668,20.0,16.666666666666664,20.833333333333336,16.666666666666664,11.666666666666666,Pengembangan
BDKR,PT Berdikari Pondasi Perkasa Tbk,2023-03-03,Rp200,15%,"7,061,000 lot",2 : 1,MG - SEMESTA INDOVEST SEKURITAS,Infrastruktur,Konstruksi Bangunan,"Bergerak dalam bidang pondasi, perbaikan tanah, konstruksi dermaga, alat berat dan penyewaan crane",https://www.ptbppid.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/BDKR/prospectus/kjk5k2e92j.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/BDKR/summary-prospectus/eh7ng2s8el.pdf,"Jl. Bandengan Utara No. 32B RT 008 RW 011 Pekojan, Tambora – Jakarta Barat",https://storage.googleapis.com/assets.trading.stockbit.com/company/BDKR/logo/uh45tpqwzd.png,15.0,23.0,20.0,15.0,29.0,26.0,29.0,33.0,27.0,26.0,20.0,29.0,37.0,33.0,Utama
